 id,voted_up,playtime_forever,lang,is_zero_playtime,is_outlier_len,voted_up_str,Complete english only reviews
663,TRUE,1443,en,FALSE,FALSE,Positive,one of the best games ever made genuinely made me happy
664,TRUE,1442,en,FALSE,FALSE,Positive,"Resident Evil 4 Remake is a perfect game. I've bought RE4 at least once in every console generation since release and this is by far the best version. Perfect blend of spooky and action and I think the Separate Ways campaign being abbreviated and supplementing the main game is a better implementation of alternate routes than A/B B/A in RE2R.Capcom could easily have just put out AI upscaled remasters and I'm glad they've taken the route of these high quality complete remakes. I hope it's not too long before 0, 1, Code: Veronica, even 5/6 or the Revelations games are announced. There have been plenty of garbage RE titles over the years and It's refreshing to see an old IP now being treated carefully and not crash and burn."
665,TRUE,1436,en,FALSE,FALSE,Positive,ts is peak
666,TRUE,1433,en,FALSE,FALSE,Positive, Leon is so cool and awesome!!!
667,TRUE,1431,en,FALSE,FALSE,Positive,great game to play
668,TRUE,1426,en,FALSE,FALSE,Positive,"play this expecting it to be more action then horror. But overall this was a load of fun. Really got addicted to playing this until the end. Story took a bit of a nosedive later on, but overall I enjoyed it a lot. DLC was pretty good aswell."
669,TRUE,1422,en,FALSE,FALSE,Positive,"an amazing game, wish I had played it years ago"
670,TRUE,1418,en,FALSE,FALSE,Positive,"Maybe the best of the modern remakes, and one of the best entries in the entire series."
671,TRUE,1409,en,FALSE,FALSE,Positive,Its good but its not the original
672,TRUE,1406,en,FALSE,FALSE,Positive,The residents were really evil in this one
673,TRUE,1405,en,FALSE,FALSE,Positive,absolutely great game
674,TRUE,1396,en,FALSE,FALSE,Positive,Amazing game and a huge improvement compared to RE2 Leon
675,TRUE,1396,en,FALSE,FALSE,Positive,"Almost as good as the original, but one thing is it s not quite camp enough."
676,TRUE,1395,en,FALSE,FALSE,Positive,Shooting zombie is always fun!
677,TRUE,1394,en,FALSE,FALSE,Positive,"suuuper fun, lots of gameplay and the story is fantastic! fave resi game so far"
678,TRUE,1391,en,FALSE,FALSE,Positive,"Gameplay wise it is very fun. The combat in re4r is a lot more flesh out compared to previous titles, and guns feel satisfying to use. But if you were expecting for a re2 or biohazard type of horror forget about it. This game is legit an action game with the Resident Evil title slapped on it lolAlso the game is now denuvo and enigma free so performance should be a lot better"
680,TRUE,1390,en,FALSE,FALSE,Positive,LOVE THE GAME absoloutely great story and amazing dlc! best remake so far and hopefully gonna get requiem soon!
681,TRUE,1389,en,FALSE,FALSE,Positive,"Will always be the best Resident Evil game for me hands down. I had so much fun playing the original RE4 in the ps2 growing up and this one is just as fun as the original.Having played Resident Evil Requiem, I still prefer this one due to its replayability as well as its story and overall length of the game. If you have never played the original RE4 or the remake, I strongly suggest that you give this one a go. You'll not be disappointed. 10/10 game, always has been, always will be"
682,TRUE,1388,en,FALSE,FALSE,Positive,"This is my first time playing the game since RE 5 back when I was 12 (I am 22 now), and I must say this game has reignited my love for this series.Requiem here I come."
683,TRUE,1385,en,FALSE,FALSE,Positive,"I played the original as a kid and enjoyed it, still remember that one guy popping out of the fridge/closet in the kitchen on fire scared the s*** out of me. The remake is everything you remember and all the features you didnt even know it needed. Also the graphics are insane, and the transitions from cut-scene to gameplay is flawless."
684,TRUE,1384,en,FALSE,FALSE,Positive,A worthy remake with a lot of replayability
685,TRUE,1382,en,FALSE,FALSE,Positive,leon kennedy in chains i could not tell you a thing that is going on plot wise rn #LARPLARPLARPSAHUR
686,TRUE,1382,en,FALSE,FALSE,Positive,Very polished game and have to play it alongside Seperate Ways.
687,TRUE,1380,en,FALSE,FALSE,Positive,Wish it was campier but holy...one of my fav games ever
688,TRUE,1377,en,FALSE,FALSE,Positive,the most fun I've had gaming in years. Don't want it to ever end
689,TRUE,1370,en,FALSE,FALSE,Positive,Just finished the main story and Separate Ways and damn this game is  combat feels super satisfying especially chaining shots into melee and every area feels different so it never gets boring boss fights were really fun and some moments actually got intense the remake looks amazing and runs super smooth Separate Ways was a nice bonus and adds more to the story without feeling like filler overall really solid game totally worth it
690,TRUE,1369,en,FALSE,FALSE,Positive,"Another RE game that i'm finished the main story, id say you should play if the story interests you."
691,TRUE,1367,en,FALSE,FALSE,Positive,"Wow!They made another great remake of a great old game. Sound is spot on, from the creepy noises in the background to the music in the game. Visually stunning, terrifying, perfect!Gameplay is like all other Resident Evils, puzzles, running, gunning, clawing for more ammo.Like most Resident Evil games there is some replay value to this one giving you, unlocks for new skins, accessories and concept art.Replay value  HighWould I recommend this game: Yes!What do I rate this game: 5/5"
692,TRUE,1367,en,FALSE,FALSE,Positive,Worth the money
693,TRUE,1366,en,FALSE,FALSE,Positive,banger banger banger.Action packed but deliberate and slow; combining both aspects perfectly for a game that feels so visceral and tough at the same time.
694,TRUE,1364,en,FALSE,FALSE,Positive,Where's everyone going?... Bingo?
695,TRUE,1361,en,FALSE,FALSE,Positive,RE4 was already Peak and then they soared to even greater heights with the single best change: Making Ashley's AI actually smart.
696,TRUE,1360,en,FALSE,FALSE,Positive,The fourth residence of evil
697,TRUE,1360,en,FALSE,FALSE,Positive,4 Residents were evil. ps - I love you Leon xoxo
698,TRUE,1360,en,FALSE,FALSE,Positive,"So far, amazing game, I love the new ""open world"" aspect of Resident Evil. Leon is amazing, and I can't wait to see where the story is going"
699,TRUE,1359,en,FALSE,FALSE,Positive,silly game nice times
700,TRUE,1357,en,FALSE,FALSE,Positive,"I actually never played the original, but damnnnn this game is GOOD. About 20-22 hours of gameplay for the main story, and you're in for a treat."
701,TRUE,1353,en,FALSE,FALSE,Positive,the residents are evil
702,TRUE,1348,en,FALSE,FALSE,Positive,Best residet evil of all time. (I omly have to play requiem). everyoe should play this game.
703,TRUE,1346,en,FALSE,FALSE,Positive,A Legendary Masterpiece for real
704,TRUE,1346,en,FALSE,FALSE,Positive,"Labai nuostabus, tiesiog pasiimk ir aisk, net negalvok !Very awesome, just pick it up and play, don't even think about it!"
705,TRUE,1345,en,FALSE,FALSE,Positive,This  slaps!
706,TRUE,1343,en,FALSE,FALSE,Positive,"Finally got around to Resident Evil 4 and it's absolutely unhinged. Leon parrying chainsaws with a knife is the dumbest coolest thing ever, Ashley gets kidnapped by gravity itself, and I fought a lake monster from a dinghy. The boss fights are pure chaos one minute you're fighting a dude, the next he's a flesh spider chasing you through a lab. Lost sleep over this. 10/10 would let the merchant sell me another rocket launcher."
707,TRUE,1343,en,FALSE,FALSE,Positive,What are you waiting for?
708,TRUE,1341,en,FALSE,FALSE,Positive,"Outstanding remake, felt like old times man.. and those times were good. Much better than now. About 15-20 hour playthrough if you're one of those people that explores every room of every map. I couldn't ask for a better way to reminisce on my original experiences playing this on my PS2. I'm running an old i9 with a 3080 and it ran with most settings on Ultra with 1440p resolution, sho' was purdy, You'll love it."
709,TRUE,1339,en,FALSE,FALSE,Positive,Do you like the first RE4? Then you'll like this.
710,TRUE,1339,en,FALSE,FALSE,Positive,Very fun and replayable. Leon is badass and isnt scared of anything.
